Title,Share Link,Download URL,Transcription JSON
Recording #448,https://go.screenpal.com/watch/cZnQ3EVdvHJ,https://screenpal.com/content/video/download/cZnQ3EVdvHJ,Recording__448_transcribed.json
Recording #449,https://go.screenpal.com/watch/cZn6cDVdv8Z,https://screenpal.com/content/video/download/cZn6cDVdv8Z,Recording__449_transcribed.json
Recording #45,https://go.screenpal.com/watch/cOeFQfnZPBc,https://screenpal.com/content/video/download/cOeFQfnZPBc,Recording__45_transcribed.json
Recording #45,https://go.screenpal.com/watch/cZ1hiiVNbu4,https://screenpal.com/content/video/download/cZ1hiiVNbu4,Recording__45_transcribed.json
Recording #45,https://go.screenpal.com/watch/c0XQINVGDId,https://screenpal.com/content/video/download/c0XQINVGDId,Recording__45_transcribed.json
Recording #45,https://go.screenpal.com/watch/c3QIobVOFih,https://screenpal.com/content/video/download/c3QIobVOFih,Recording__45_transcribed.json
Recording #450,https://go.screenpal.com/watch/cZnXcyVdxl1,https://screenpal.com/content/video/download/cZnXcyVdxl1,Recording__450_transcribed.json
Recording #451,https://go.screenpal.com/watch/cZnXVJVdxoM,https://screenpal.com/content/video/download/cZnXVJVdxoM,
Recording #453,https://go.screenpal.com/watch/cZnI2PVdgJ7,https://screenpal.com/content/video/download/cZnI2PVdgJ7,
Recording #454,https://go.screenpal.com/watch/cZnofFVdGOL,https://screenpal.com/content/video/download/cZnofFVdGOL,Recording__454_transcribed.json
Recording #455,https://go.screenpal.com/watch/cZnoFtVdHRH,https://screenpal.com/content/video/download/cZnoFtVdHRH,Recording__455_transcribed.json
Recording #456,https://go.screenpal.com/watch/cZnoY4VdJrB,https://screenpal.com/content/video/download/cZnoY4VdJrB,Recording__456_transcribed.json
Recording #457,https://go.screenpal.com/watch/cZnoY5VdJ05,https://screenpal.com/content/video/download/cZnoY5VdJ05,Recording__457_transcribed.json
Recording #458,https://go.screenpal.com/watch/cZnDciVdJ7W,https://screenpal.com/content/video/download/cZnDciVdJ7W,Recording__458_transcribed.json
Recording #459,https://go.screenpal.com/watch/cZnDcXVdJs0,https://screenpal.com/content/video/download/cZnDcXVdJs0,Recording__459_transcribed.json
Recording #46,https://go.screenpal.com/watch/cOeFQknZPG9,https://screenpal.com/content/video/download/cOeFQknZPG9,Recording__46_transcribed.json
Recording #46,https://go.screenpal.com/watch/cZ1lbyVNgEn,https://screenpal.com/content/video/download/cZ1lbyVNgEn,Recording__46_transcribed.json
Recording #46,https://go.screenpal.com/watch/c0XQ22VGDb6,https://screenpal.com/content/video/download/c0XQ22VGDb6,Recording__46_transcribed.json
Recording #46,https://go.screenpal.com/watch/c36nlaVtQkF,https://screenpal.com/content/video/download/c36nlaVtQkF,Recording__46_transcribed.json
Recording #460,https://go.screenpal.com/watch/cZnDoGVd7Ve,https://screenpal.com/content/video/download/cZnDoGVd7Ve,Recording__460_transcribed.json
Recording #461,https://go.screenpal.com/watch/cZnDDRVd72J,https://screenpal.com/content/video/download/cZnDDRVd72J,Recording__46 (1)_transcribed.json
Recording #462,https://go.screenpal.com/watch/cZnDYTVd77z,https://screenpal.com/content/video/download/cZnDYTVd77z,
Recording #464,https://go.screenpal.com/watch/cZnqDXVdPgO,https://screenpal.com/content/video/download/cZnqDXVdPgO,Recording__464_transcribed.json
Recording #465,https://go.screenpal.com/watch/cZnYbOVdWdi,https://screenpal.com/content/video/download/cZnYbOVdWdi,Recording__465_transcribed.json
Recording #466,https://go.screenpal.com/watch/cZnrn1VKVjV,https://screenpal.com/content/video/download/cZnrn1VKVjV,Recording__466_transcribed.json
Recording #467,https://go.screenpal.com/watch/cZnrnFVKVQg,https://screenpal.com/content/video/download/cZnrnFVKVQg,Recording__467_transcribed.json
Recording #468,https://go.screenpal.com/watch/cZnreeVKVoO,https://screenpal.com/content/video/download/cZnreeVKVoO,Recording__468_transcribed.json
Recording #469,https://go.screenpal.com/watch/cZnr2pVKeoh,https://screenpal.com/content/video/download/cZnr2pVKeoh,Recording__469_transcribed.json
Recording #47,https://go.screenpal.com/watch/cOeFQ9nZPKh,https://screenpal.com/content/video/download/cOeFQ9nZPKh,Recording__47_transcribed.json
Recording #47,https://go.screenpal.com/watch/cZ1IrXVN5sB,https://screenpal.com/content/video/download/cZ1IrXVN5sB,Recording__47_transcribed.json
Recording #47,https://go.screenpal.com/watch/c0X2luVGUcW,https://screenpal.com/content/video/download/c0X2luVGUcW,Recording__47_transcribed.json
Recording #47,https://go.screenpal.com/watch/c36fn1Vt2C3,https://screenpal.com/content/video/download/c36fn1Vt2C3,Recording__47_transcribed.json
Recording #470,https://go.screenpal.com/watch/cZnrbOVKesK,https://screenpal.com/content/video/download/cZnrbOVKesK,Recording__470_transcribed.json
Recording #471,https://go.screenpal.com/watch/cZn3Y8VKjA6,https://screenpal.com/content/video/download/cZn3Y8VKjA6,
Recording #472,https://go.screenpal.com/watch/cZnZ22VKI0G,https://screenpal.com/content/video/download/cZnZ22VKI0G,
Recording #473,https://go.screenpal.com/watch/cZnTqzVKoQf,https://screenpal.com/content/video/download/cZnTqzVKoQf,Recording__473_transcribed.json
Recording #474,https://go.screenpal.com/watch/cZnu0iVKtsx,https://screenpal.com/content/video/download/cZnu0iVKtsx,Recording__474_transcribed.json
Recording #475,https://go.screenpal.com/watch/cZnu0XVKts9,https://screenpal.com/content/video/download/cZnu0XVKts9,Recording__475_transcribed.json
Recording #476,https://go.screenpal.com/watch/cZnUFKVKw3Q,https://screenpal.com/content/video/download/cZnUFKVKw3Q,Recording__476_transcribed.json
Recording #477,https://go.screenpal.com/watch/cZnU3BVKxVU,https://screenpal.com/content/video/download/cZnU3BVKxVU,Recording__477_transcribed.json
Recording #478,https://go.screenpal.com/watch/cZnU3mVKxn3,https://screenpal.com/content/video/download/cZnU3mVKxn3,Recording__478_transcribed.json
Recording #479,https://go.screenpal.com/watch/cZeVfiVKxk9,https://screenpal.com/content/video/download/cZeVfiVKxk9,Recording__479_transcribed.json
Recording #48,https://go.screenpal.com/watch/cOe0DKnT62a,https://screenpal.com/content/video/download/cOe0DKnT62a,Recording__48_transcribed.json
Recording #48,https://go.screenpal.com/watch/cZ1FeoVNsSb,https://screenpal.com/content/video/download/cZ1FeoVNsSb,Recording__48_transcribed.json
Recording #48,https://go.screenpal.com/watch/c0X2IXVGUjR,https://screenpal.com/content/video/download/c0X2IXVGUjR,Recording__48_transcribed.json
Recording #48,https://go.screenpal.com/watch/c36fn0Vt2EP,https://screenpal.com/content/video/download/c36fn0Vt2EP,Recording__48_transcribed.json
Recording #480,https://go.screenpal.com/watch/cZen2FVKzvv,https://screenpal.com/content/video/download/cZen2FVKzvv,Recording__480_transcribed.json
Recording #481,https://go.screenpal.com/watch/cZee0rVKBwI,https://screenpal.com/content/video/download/cZee0rVKBwI,Recording__48 (1)_transcribed.json
Recording #482,https://go.screenpal.com/watch/cZeff8VKgjB,https://screenpal.com/content/video/download/cZeff8VKgjB,
Recording #483,https://go.screenpal.com/watch/cZefooVKpnA,https://screenpal.com/content/video/download/cZefooVKpnA,
Recording #484,https://go.screenpal.com/watch/cZefbGVKp4r,https://screenpal.com/content/video/download/cZefbGVKp4r,Recording__484_transcribed.json
Recording #485,https://go.screenpal.com/watch/cZeheTVK5n9,https://screenpal.com/content/video/download/cZeheTVK5n9,Recording__485_transcribed.json
Recording #486,https://go.screenpal.com/watch/cZe1eBVKHXO,https://screenpal.com/content/video/download/cZe1eBVKHXO,Recording__486_transcribed.json
Recording #487,https://go.screenpal.com/watch/cZe1f1VKHoG,https://screenpal.com/content/video/download/cZe1f1VKHoG,Recording__487_transcribed.json
Recording #488,https://go.screenpal.com/watch/cZe1opVKdaY,https://screenpal.com/content/video/download/cZe1opVKdaY,Recording__488_transcribed.json
Recording #489,https://go.screenpal.com/watch/cZe1DmVKd7g,https://screenpal.com/content/video/download/cZe1DmVKd7g,Recording__489_transcribed.json
Recording #49,https://go.screenpal.com/watch/cOe0bInT6q3,https://screenpal.com/content/video/download/cOe0bInT6q3,Recording__49_transcribed.json
Recording #49,https://go.screenpal.com/watch/cZ1qrMVNRqx,https://screenpal.com/content/video/download/cZ1qrMVNRqx,Recording__49_transcribed.json
Recording #49,https://go.screenpal.com/watch/c0X2IUVGUlq,https://screenpal.com/content/video/download/c0X2IUVGUlq,Recording__49_transcribed.json
Recording #49,https://go.screenpal.com/watch/crlo6JV2BOJ,https://screenpal.com/content/video/download/crlo6JV2BOJ,Recording__49_transcribed.json
Recording #490,https://go.screenpal.com/watch/cZe1beVKd8e,https://screenpal.com/content/video/download/cZe1beVKd8e,Recording__490_transcribed.json
Recording #493,https://go.screenpal.com/watch/cZeQcmVK9JE,https://screenpal.com/content/video/download/cZeQcmVK9JE,
Recording #494,https://go.screenpal.com/watch/cZeQVzVK97z,https://screenpal.com/content/video/download/cZeQVzVK97z,Recording__494_transcribed.json
Recording #495,https://go.screenpal.com/watch/cZeQ2JVKRxK,https://screenpal.com/content/video/download/cZeQ2JVKRxK,Recording__495_transcribed.json
Recording #496,https://go.screenpal.com/watch/cZeXVVVKWAm,https://screenpal.com/content/video/download/cZeXVVVKWAm,Recording__496_transcribed.json
Recording #497,https://go.screenpal.com/watch/cZeXV6VKWBk,https://screenpal.com/content/video/download/cZeXV6VKWBk,Recording__497_transcribed.json
Recording #498,https://go.screenpal.com/watch/cZeXVpVKWpH,https://screenpal.com/content/video/download/cZeXVpVKWpH,Recording__498_transcribed.json
Recording #499,https://go.screenpal.com/watch/cZeXnOVKWHj,https://screenpal.com/content/video/download/cZeXnOVKWHj,Recording__499_transcribed.json
Recording #5,https://go.screenpal.com/watch/cZ6uqPncF0y,https://screenpal.com/content/video/download/cZ6uqPncF0y,
Recording #5,https://go.screenpal.com/watch/c06qrcVEopc,https://screenpal.com/content/video/download/c06qrcVEopc,
Recording #5,https://go.screenpal.com/watch/c06fbrV5v2H,https://screenpal.com/content/video/download/c06fbrV5v2H,
Recording #50,https://go.screenpal.com/watch/cZ1rVPV8VoU,https://screenpal.com/content/video/download/cZ1rVPV8VoU,Recording__50_transcribed.json
Recording #50,https://go.screenpal.com/watch/c0XoqJVG4eE,https://screenpal.com/content/video/download/c0XoqJVG4eE,Recording__50_transcribed.json
Recording #50,https://go.screenpal.com/watch/c36olKVtJRf,https://screenpal.com/content/video/download/c36olKVtJRf,Recording__50_transcribed.json
Recording #500,https://go.screenpal.com/watch/cZeXIPV7VG1,https://screenpal.com/content/video/download/cZeXIPV7VG1,Recording__500_transcribed.json
Recording #501,https://go.screenpal.com/watch/cZelnwV7eKM,https://screenpal.com/content/video/download/cZelnwV7eKM,
Recording #503,https://go.screenpal.com/watch/cZelohV711l,https://screenpal.com/content/video/download/cZelohV711l,Recording__503_transcribed.json
Recording #504,https://go.screenpal.com/watch/cZelYoV7i6l,https://screenpal.com/content/video/download/cZelYoV7i6l,Recording__504_transcribed.json
Recording #505,https://go.screenpal.com/watch/cZeIl4V7QvN,https://screenpal.com/content/video/download/cZeIl4V7QvN,Recording__505_transcribed.json
Recording #506,https://go.screenpal.com/watch/cZeIlKV7Qyk,https://screenpal.com/content/video/download/cZeIlKV7Qyk,Recording__506_transcribed.json
Recording #507,https://go.screenpal.com/watch/cZeIoeV76eH,https://screenpal.com/content/video/download/cZeIoeV76eH,Recording__507_transcribed.json
Recording #508,https://go.screenpal.com/watch/cZeIoRV76D1,https://screenpal.com/content/video/download/cZeIoRV76D1,Recording__508_transcribed.json
Recording #509,https://go.screenpal.com/watch/cZeIDjV76Fh,https://screenpal.com/content/video/download/cZeIDjV76Fh,Recording__509_transcribed.json
Recording #51,https://go.screenpal.com/watch/cZ1tr2V8YTc,https://screenpal.com/content/video/download/cZ1tr2V8YTc,
Recording #51,https://go.screenpal.com/watch/c0Xbb8VGk98,https://screenpal.com/content/video/download/c0Xbb8VGk98,
Recording #51,https://go.screenpal.com/watch/c3VqfZVos8Y,https://screenpal.com/content/video/download/c3VqfZVos8Y,
Recording #510,https://go.screenpal.com/watch/cZeIYhV7Xn3,https://screenpal.com/content/video/download/cZeIYhV7Xn3,Recording__510_transcribed.json
Recording #511,https://go.screenpal.com/watch/cZe23iV7oZ5,https://screenpal.com/content/video/download/cZe23iV7oZ5,
Recording #512,https://go.screenpal.com/watch/cZe23XV7oTf,https://screenpal.com/content/video/download/cZe23XV7oTf,
Recording #513,https://go.screenpal.com/watch/cZeoV4V7oJK,https://screenpal.com/content/video/download/cZeoV4V7oJK,Recording__513_transcribed.json
Recording #514,https://go.screenpal.com/watch/cZeDlwV7qKO,https://screenpal.com/content/video/download/cZeDlwV7qKO,Recording__514_transcribed.json
Recording #515,https://go.screenpal.com/watch/cZeDIqV7qsx,https://screenpal.com/content/video/download/cZeDIqV7qsx,Recording__515_transcribed.json
Recording #516,https://go.screenpal.com/watch/cZeFnUV73rF,https://screenpal.com/content/video/download/cZeFnUV73rF,Recording__516_transcribed.json
Recording #517,https://go.screenpal.com/watch/cZeYIpV7xLl,https://screenpal.com/content/video/download/cZeYIpV7xLl,Recording__517_transcribed.json
Recording #518,https://go.screenpal.com/watch/cZeYoDV7y2i,https://screenpal.com/content/video/download/cZeYoDV7y2i,Recording__518_transcribed.json
Recording #519,https://go.screenpal.com/watch/cZeYo5V7yqU,https://screenpal.com/content/video/download/cZeYo5V7yqU,Recording__519_transcribed.json
Recording #52,https://go.screenpal.com/watch/cZihYsV8pmc,https://screenpal.com/content/video/download/cZihYsV8pmc,Recording__52_transcribed.json
Recording #520,https://go.screenpal.com/watch/cZerVpV748R,https://screenpal.com/content/video/download/cZerVpV748R,Recording__520_transcribed.json
Recording #521,https://go.screenpal.com/watch/cZeregV7alZ,https://screenpal.com/content/video/download/cZeregV7alZ,Recording__521_transcribed.json
Recording #522,https://go.screenpal.com/watch/cZer0BV7BKH,https://screenpal.com/content/video/download/cZer0BV7BKH,Recording__522_transcribed.json
Recording #523,https://go.screenpal.com/watch/cZe0IQV75na,https://screenpal.com/content/video/download/cZe0IQV75na,Recording__523_transcribed.json
Recording #524,https://go.screenpal.com/watch/cZeTcRV7GIQ,https://screenpal.com/content/video/download/cZeTcRV7GIQ,Recording__524_transcribed.json
Recording #526,https://go.screenpal.com/watch/cZeT2BV7HV7,https://screenpal.com/content/video/download/cZeT2BV7HV7,Recording__526_transcribed.json
Recording #527,https://go.screenpal.com/watch/cZeTYOV7JXT,https://screenpal.com/content/video/download/cZeTYOV7JXT,Recording__527_transcribed.json
Recording #529,https://go.screenpal.com/watch/cZeOlBV7K4g,https://screenpal.com/content/video/download/cZeOlBV7K4g,Recording__529_transcribed.json
Recording #53,https://go.screenpal.com/watch/cZi6fHV87mT,https://screenpal.com/content/video/download/cZi6fHV87mT,Recording__53_transcribed.json
Recording #530,https://go.screenpal.com/watch/cZeOIyV7Kmh,https://screenpal.com/content/video/download/cZeOIyV7Kmh,Recording__530_transcribed.json
Recording #531,https://go.screenpal.com/watch/cZeOYCV7sXV,https://screenpal.com/content/video/download/cZeOYCV7sXV,Recording__531_transcribed.json
Recording #532,https://go.screenpal.com/watch/cZetVsV7sdj,https://screenpal.com/content/video/download/cZetVsV7sdj,Recording__532_transcribed.json
Recording #533,https://go.screenpal.com/watch/cZetVNV7sdU,https://screenpal.com/content/video/download/cZetVNV7sdU,Recording__533_transcribed.json
Recording #535,https://go.screenpal.com/watch/cZeuInV79j8,https://screenpal.com/content/video/download/cZeuInV79j8,Recording__535_transcribed.json
Recording #536,https://go.screenpal.com/watch/cZeuI0V79l7,https://screenpal.com/content/video/download/cZeuI0V79l7,Recording__536_transcribed.json
Recording #537,https://go.screenpal.com/watch/cZeu23V79TI,https://screenpal.com/content/video/download/cZeu23V79TI,Recording__537_transcribed.json
Recording #538,https://go.screenpal.com/watch/cZeuFnV7RhL,https://screenpal.com/content/video/download/cZeuFnV7RhL,Recording__538_transcribed.json
Recording #539,https://go.screenpal.com/watch/cZeu3QV7REB,https://screenpal.com/content/video/download/cZeu3QV7REB,Recording__539_transcribed.json
Recording #54,https://go.screenpal.com/watch/cTn6F5nhoY2,https://screenpal.com/content/video/download/cTn6F5nhoY2,Recording__54_transcribed.json
Recording #54,https://go.screenpal.com/watch/cZj2YKV9v6s,https://screenpal.com/content/video/download/cZj2YKV9v6s,Recording__54_transcribed.json
Recording #540,https://go.screenpal.com/watch/cZeUIlV7W67,https://screenpal.com/content/video/download/cZeUIlV7W67,Recording__540_transcribed.json
Recording #541,https://go.screenpal.com/watch/cZevI3VscPn,https://screenpal.com/content/video/download/cZevI3VscPn,Recording__541_transcribed.json
Recording #543,https://go.screenpal.com/watch/cZewfpVsVm0,https://screenpal.com/content/video/download/cZewfpVsVm0,Recording__543_transcribed.json
Recording #544,https://go.screenpal.com/watch/cZfVcxVsnpu,https://screenpal.com/content/video/download/cZfVcxVsnpu,Recording__544_transcribed.json
Recording #545,https://go.screenpal.com/watch/cZfVnQVsnKG,https://screenpal.com/content/video/download/cZfVnQVsnKG,Recording__545_transcribed.json
Recording #546,https://go.screenpal.com/watch/cZfVnuVsnMD,https://screenpal.com/content/video/download/cZfVnuVsnMD,Recording__546_transcribed.json
Recording #547,https://go.screenpal.com/watch/cZfVnzVsnLf,https://screenpal.com/content/video/download/cZfVnzVsnLf,Recording__547_transcribed.json
Recording #548,https://go.screenpal.com/watch/cZfVlgVsfTX,https://screenpal.com/content/video/download/cZfVlgVsfTX,Recording__548_transcribed.json
Recording #549,https://go.screenpal.com/watch/cZfVIkVsfa8,https://screenpal.com/content/video/download/cZfVIkVsfa8,Recording__549_transcribed.json
Recording #55,https://go.screenpal.com/watch/cTn6qknhowe,https://screenpal.com/content/video/download/cTn6qknhowe,Recording__55_transcribed.json
Recording #55,https://go.screenpal.com/watch/cZjuDHVRjgh,https://screenpal.com/content/video/download/cZjuDHVRjgh,Recording__55_transcribed.json
Recording #550,https://go.screenpal.com/watch/cZfnVjVs1FM,https://screenpal.com/content/video/download/cZfnVjVs1FM,Recording__550_transcribed.json
Recording #551,https://go.screenpal.com/watch/cZfneDVs1yM,https://screenpal.com/content/video/download/cZfneDVs1yM,
Recording #553,https://go.screenpal.com/watch/cZfnF2VsQ0B,https://screenpal.com/content/video/download/cZfnF2VsQ0B,Recording__553_transcribed.json
Recording #554,https://go.screenpal.com/watch/cZfnFwVsQOU,https://screenpal.com/content/video/download/cZfnFwVsQOU,Recording__554_transcribed.json
Recording #555,https://go.screenpal.com/watch/cZfnq8VsQCO,https://screenpal.com/content/video/download/cZfnq8VsQCO,Recording__555_transcribed.json
Recording #556,https://go.screenpal.com/watch/cZfeoGVslK5,https://screenpal.com/content/video/download/cZfeoGVslK5,Recording__556_transcribed.json
Recording #557,https://go.screenpal.com/watch/cZfeDOVsl92,https://screenpal.com/content/video/download/cZfeDOVsl92,Recording__557_transcribed.json
Recording #558,https://go.screenpal.com/watch/cZffrQVsbHo,https://screenpal.com/content/video/download/cZffrQVsbHo,Recording__558_transcribed.json
Recording #559,https://go.screenpal.com/watch/cZffrkVsb74,https://screenpal.com/content/video/download/cZffrkVsb74,Recording__559_transcribed.json
Recording #56,https://go.screenpal.com/watch/cTnXosnhFdR,https://screenpal.com/content/video/download/cTnXosnhFdR,Recording__56_transcribed.json
Recording #56,https://go.screenpal.com/watch/c36oYqVtdTI,https://screenpal.com/content/video/download/c36oYqVtdTI,Recording__56_transcribed.json
Recording #560,https://go.screenpal.com/watch/cZff3hVsbNT,https://screenpal.com/content/video/download/cZff3hVsbNT,Recording__560_transcribed.json
Recording #561,https://go.screenpal.com/watch/cZfhcsVsFjW,https://screenpal.com/content/video/download/cZfhcsVsFjW,
Recording #562,https://go.screenpal.com/watch/cZfhViVsF6g,https://screenpal.com/content/video/download/cZfhViVsF6g,Recording__562_transcribed.json
Recording #563,https://go.screenpal.com/watch/cZfhbEVsY8p,https://screenpal.com/content/video/download/cZfhbEVsY8p,Recording__563_transcribed.json
Recording #564,https://go.screenpal.com/watch/cZf1lPVs3qn,https://screenpal.com/content/video/download/cZf1lPVs3qn,Recording__564_transcribed.json
Recording #565,https://go.screenpal.com/watch/cZfjD2VstY5,https://screenpal.com/content/video/download/cZfjD2VstY5,Recording__565_transcribed.json
Recording #566,https://go.screenpal.com/watch/cZfQIxVsvTc,https://screenpal.com/content/video/download/cZfQIxVsvTc,Recording__566_transcribed.json
Recording #567,https://go.screenpal.com/watch/cZfQIaVsvTv,https://screenpal.com/content/video/download/cZfQIaVsvTv,Recording__567_transcribed.json
Recording #568,https://go.screenpal.com/watch/cZfXe2VszeC,https://screenpal.com/content/video/download/cZfXe2VszeC,Recording__568_transcribed.json
Recording #569,https://go.screenpal.com/watch/cZfXoaVsASB,https://screenpal.com/content/video/download/cZfXoaVsASB,Recording__569_transcribed.json
Recording #57,https://go.screenpal.com/watch/cTnXbpnhqQW,https://screenpal.com/content/video/download/cTnXbpnhqQW,Recording__57_transcribed.json
Recording #57,https://go.screenpal.com/watch/cZQtqEVSmh8,https://screenpal.com/content/video/download/cZQtqEVSmh8,Recording__57_transcribed.json
Recording #57,https://go.screenpal.com/watch/c36DD6VtK0f,https://screenpal.com/content/video/download/c36DD6VtK0f,Recording__57_transcribed.json
Recording #57,https://go.screenpal.com/watch/c3VO2rVDII7,https://screenpal.com/content/video/download/c3VO2rVDII7,Recording__57_transcribed.json
Recording #570,https://go.screenpal.com/watch/cZfXbRVsBOJ,https://screenpal.com/content/video/download/cZfXbRVsBOJ,Recording__570_transcribed.json
Recording #572,https://go.screenpal.com/watch/cZfII3Vs54Q,https://screenpal.com/content/video/download/cZfII3Vs54Q,
Recording #574,https://go.screenpal.com/watch/cZfonpVsGRb,https://screenpal.com/content/video/download/cZfonpVsGRb,Recording__574_transcribed.json
Recording #575,https://go.screenpal.com/watch/cZfDnOVsKh7,https://screenpal.com/content/video/download/cZfDnOVsKh7,Recording__575_transcribed.json
Recording #576,https://go.screenpal.com/watch/cZfDIVVssVo,https://screenpal.com/content/video/download/cZfDIVVssVo,Recording__576_transcribed.json
Recording #577,https://go.screenpal.com/watch/cZfDIbVssfH,https://screenpal.com/content/video/download/cZfDIbVssfH,Recording__577_transcribed.json
Recording #578,https://go.screenpal.com/watch/cZfbVjVsLVN,https://screenpal.com/content/video/download/cZfbVjVsLVN,Recording__578_transcribed.json
Recording #579,https://go.screenpal.com/watch/cZfboIVs83M,https://screenpal.com/content/video/download/cZfboIVs83M,Recording__579_transcribed.json
Recording #58,https://go.screenpal.com/watch/cTnXqZnhqvO,https://screenpal.com/content/video/download/cTnXqZnhqvO,Recording__58_transcribed.json
Recording #58,https://go.screenpal.com/watch/cZ6iYdVWI5n,https://screenpal.com/content/video/download/cZ6iYdVWI5n,Recording__58_transcribed.json
Recording #58,https://go.screenpal.com/watch/c36D0oVt7Vz,https://screenpal.com/content/video/download/c36D0oVt7Vz,Recording__58_transcribed.json
Recording #580,https://go.screenpal.com/watch/cZfbqeVsPhq,https://screenpal.com/content/video/download/cZfbqeVsPhq,Recording__580_transcribed.json
Recording #581,https://go.screenpal.com/watch/cZfFcEVsPNQ,https://screenpal.com/content/video/download/cZfFcEVsPNQ,Recording__58 (1)_transcribed.json
Recording #582,https://go.screenpal.com/watch/cZfFVYVsPSU,https://screenpal.com/content/video/download/cZfFVYVsPSU,
Recording #583,https://go.screenpal.com/watch/cZfFVyVs9cq,https://screenpal.com/content/video/download/cZfFVyVs9cq,Recording__583_transcribed.json
Recording #584,https://go.screenpal.com/watch/cZfqnrVsWRf,https://screenpal.com/content/video/download/cZfqnrVsWRf,Recording__584_transcribed.json
Recording #585,https://go.screenpal.com/watch/cZfqn4VsWSG,https://screenpal.com/content/video/download/cZfqn4VsWSG,Recording__585_transcribed.json
Recording #586,https://go.screenpal.com/watch/cZfYIrVMeJE,https://screenpal.com/content/video/download/cZfYIrVMeJE,Recording__586_transcribed.json
Recording #587,https://go.screenpal.com/watch/cZfrVIVMfw2,https://screenpal.com/content/video/download/cZfrVIVMfw2,Recording__587_transcribed.json
Recording #588,https://go.screenpal.com/watch/cZf32QVMjFF,https://screenpal.com/content/video/download/cZf32QVMjFF,Recording__588_transcribed.json
Recording #589,https://go.screenpal.com/watch/cZf3roVMQE0,https://screenpal.com/content/video/download/cZf3roVMQE0,Recording__589_transcribed.json
Recording #59,https://go.screenpal.com/watch/cTnXqunhqw1,https://screenpal.com/content/video/download/cTnXqunhqw1,Recording__59_transcribed.json
Recording #59,https://go.screenpal.com/watch/cZ6iY7VWI5w,https://screenpal.com/content/video/download/cZ6iY7VWI5w,Recording__59_transcribed.json
Recording #59,https://go.screenpal.com/watch/c36bX2Vtswg,https://screenpal.com/content/video/download/c36bX2Vtswg,Recording__59_transcribed.json
Recording #591,https://go.screenpal.com/watch/cZf0nMVM630,https://screenpal.com/content/video/download/cZf0nMVM630,
Recording #592,https://go.screenpal.com/watch/cZf0ecVM60F,https://screenpal.com/content/video/download/cZf0ecVM60F,
Recording #593,https://go.screenpal.com/watch/cZf0enVM60p,https://screenpal.com/content/video/download/cZf0enVM60p,Recording__593_transcribed.json
Recording #595,https://go.screenpal.com/watch/cZf0DxVMlL3,https://screenpal.com/content/video/download/cZf0DxVMlL3,Recording__595_transcribed.json
Recording #596,https://go.screenpal.com/watch/cZf0FpVMIb5,https://screenpal.com/content/video/download/cZf0FpVMIb5,Recording__596_transcribed.json
Recording #597,https://go.screenpal.com/watch/cZf0qgVMIUl,https://screenpal.com/content/video/download/cZf0qgVMIUl,Recording__597_transcribed.json
Recording #598,https://go.screenpal.com/watch/cZf0Y7VMIpu,https://screenpal.com/content/video/download/cZf0Y7VMIpu,Recording__598_transcribed.json
Recording #599,https://go.screenpal.com/watch/cZfZnlVM2bI,https://screenpal.com/content/video/download/cZfZnlVM2bI,Recording__599_transcribed.json
Recording #6,https://go.screenpal.com/watch/cZXFYgnV3po,https://screenpal.com/content/video/download/cZXFYgnV3po,Recording__6_transcribed.json
Recording #6,https://go.screenpal.com/watch/c06qruVEoGX,https://screenpal.com/content/video/download/c06qruVEoGX,Recording__6_transcribed.json
Recording #6,https://go.screenpal.com/watch/c06fFDV5vOh,https://screenpal.com/content/video/download/c06fFDV5vOh,Recording__6_transcribed.json
Recording #60,https://go.screenpal.com/watch/cTnXrenhqHq,https://screenpal.com/content/video/download/cTnXrenhqHq,Recording__60_transcribed.json
Recording #60,https://go.screenpal.com/watch/cZ63FEVWW9F,https://screenpal.com/content/video/download/cZ63FEVWW9F,Recording__60_transcribed.json
Recording #600,https://go.screenpal.com/watch/cZfZD8VMDLS,https://screenpal.com/content/video/download/cZfZD8VMDLS,Recording__600_transcribed.json
Recording #601,https://go.screenpal.com/watch/cZfTnPVMFbA,https://screenpal.com/content/video/download/cZfTnPVMFbA,Recording__60 (1)_transcribed.json
Recording #602,https://go.screenpal.com/watch/cZfTehVMFFG,https://screenpal.com/content/video/download/cZfTehVMFFG,Recording__602_transcribed.json
Recording #603,https://go.screenpal.com/watch/cZfTrsVMrBz,https://screenpal.com/content/video/download/cZfTrsVMrBz,Recording__603_transcribed.json
Recording #604,https://go.screenpal.com/watch/cZfOekVM3II,https://screenpal.com/content/video/download/cZfOekVM3II,Recording__604_transcribed.json
Recording #605,https://go.screenpal.com/watch/cZfOFcVMZyj,https://screenpal.com/content/video/download/cZfOFcVMZyj,Recording__605_transcribed.json
Recording #606,https://go.screenpal.com/watch/cZfOFCVMZBS,https://screenpal.com/content/video/download/cZfOFCVMZBS,Recording__606_transcribed.json
Recording #607,https://go.screenpal.com/watch/cZftIbVMTMs,https://screenpal.com/content/video/download/cZftIbVMTMs,Recording__607_transcribed.json
Recording #608,https://go.screenpal.com/watch/cZfUVYVMueq,https://screenpal.com/content/video/download/cZfUVYVMueq,Recording__608_transcribed.json
